0,1,2,3,4,5,6,7,8,9,10
,EITest-Rig-EK-first-run-sends-CryptFile2-ransomware,,,1st-run-fake-update-page-sends-Dridex,,Cerber-from-gerbnopesa.top,Cerber-from-chromehakc.top,,,
,malspam-traffic,,,Rig-EK-infection-traffic-2nd-run,,Cerber-from-jhdgh.club,Cerber-from-hoopcinezc.top,,,
,3rd-run-EITest-Rig-EK-sends-CryptFile2,,,infection-traffic-from-password-protected-Word-doc,,Cerber-from-opennewsnz.top-as-fake-Chrome-update,Cerber-from-truemityunituistep.top,,,
,6th-run-EITest-Rig-EK-sends-Gootkit,,,Trickbot-malspam-infection-traffic,,Cerber-from-opennewsnz.top,Cerber-from-truemityunituistep.top,,,
,4th-run-EITest-Rig-EK-sends-Gootkit,,,Emotet-infection-with-IcedID,,Hancitor-malspam-traffic,booking-malspam-Dridex-traffic,,,
,bonus-run-EITest-Rig-E-traffic,,,Hancitor-infection-with-Zeus-Panda-Banker,,malspam-traffic,DHL-malspam-traffic,,,
,4th-run-Afraidgate-Rig-V-causes-Locky-infection,,,Hancitor-infection-with-Zeus-Panda-Banker,,Cerber-from-resettinfgd1991.gdn,Hancitor-malspam-traffic,,,
,EITest-Rig-standard-sends-CryptFile2-ransomware,,,3rd-run-Hookads-campaign-Fallout-EK-sends-AZORult-and-follow-up-malware,,EITest-Rig-EK-sends-matrix-ransomware-variant,Terror-EK-sends-Andromeda-1st-run,,,
,DHL-Italy-malspam-traffic,,,Ursnif-infection-with-IcedID-banking-Trojan,,1st-run-EITest-campaign-HoeflerText-popup-sends-Spora-ransomware,Terror-EK-sends-Andromeda-2nd-run,,,
,1st-run-Gootkit-post-infection-traffic,,,#NAME?,,3rd-run-EITest-campaign-HoeflerText-popup-sends-Spora-ransomware,1st-run-EITest-campaign-Rig-EK-sends-Matrix-ransomware-variant,,,
,2nd-run-EITest-Rig-E-sends-Chthonic-banking-trojan,,,Hancitor-infection-with-Ursnif,,what-seems-like-Rig-EK-1st-run,2nd-run-EITest-campaign-Rig-EK-sends-Matrix-ransomware-variant,,,
,5th-run-EITest-Rig-E-sends-Smoke-Loader,,,Imminent-Monitor-RAT-infection,,Terror-EK-traffic,3rd-run-EITest-campaign-Rig-EK-sends-Matrix-ransomware-variant,,,
,EITest-Rig-V-sends-CryptoMix-ransomware,,,Ursnif-infection-with-Dridex,,EITest-HoeflerText-popup-sends-Spora-ransomware,what-seems-like-Rig-EK-2nd-run,,,
,EITest-Rig-E-sends-Zeprox.B,,,Formbook-infection-traffic,,EITest-Rig-EK-traffic,fake-Word-online-page-at-mattsfotoalbum.de-no-post-infection-traffic,,,
,Locky-malspam-traffic-example,,,Emotet-with-no-follow-up-malware,,EITest-HoeflerText-popup-sends-Spora-ransomware,parking-service-malspam-traffic-1st-run,,,
,Afraidgate-Rig-V-sends-Locky-ransomware,,,password-protected-Word-doc-pushes-Dridex,,USPS-malspam-zipped-js-from-answer-photo.com,UPS-malspam-traffic,,,
,EITest-Rig-E-sends-Chthonic-banking-Trojan-1st-run,,,Hookads-Rig-EK-sends-AZORult,,EITest-HoeflerText-popup-sends-Spora-ransomware,Cerber-from-37kddsserrt.pw,,,
,1st-run-EITest-Rig-V-sends-CryptoMix,,,fake-updates-campaign-sends-Chthonic,,EITest-Rig-EK-sends-Quant-Loader,Cerber-from-37kddsserrt.xyz,,,
,2nd-run-EITest-Rig-V-sends-CryptoMix,,,Hancitor-infection-traffic,,Good-man-campaign-Rig-EK-sends-Latentbot,Hancitor-malspam-traffic,,,
,EITest-Rig-V-sends-CryptoMix-ransomware,,,Trickbot-infection-with-CookiesDll-module,,Blank-Slate-uses-Word-doc-for-CVE-2017-0199,Hancitor-malspam-traffic,,,
,Afraidgate-Rig-V-sends-Locky-ransomware,,,Lord-EK-1st-run-no-payload,,Cerber-from-wowaskopoq.top-2-of-2,Jaff-ransomware-malspam-traffic,,,
,EITest-Rig-V-sends-CryptoMix-ransomware,,,Qakbot-infection-traffic,,Cerber-from-horsezangd.top,DHL-malspam-traffic,,,
,Afraidgate-Rig-V-1st-run-sends-Godzilla-Loader,,,Emotet-infection-with-Trickbot-gtag-mor27-and-spambot-activity,,GlobeImposter-ransomware-variant-from-newfornz.top,EITest-script-for-HoeflerText-popup-after-naturalhealthonline.com,,,
,Afraidgate-Rig-V-sends-Godzillar-Loader-Locky-and-something-else,,,Ursnif-infection-with-IcedID,,GlobeImposter-from-mopooland.top,Dridex-malspam-traffic,,,
,Afraidgate-Rig-V-sends-Locky-ransomware,,,Emotet-infection-with-Trickbot-gtag-mor31,,Rig-EK-1st-run,EITest-tech-support-scam,,,
,EITest-fake-Chrome-popup-sends-Spora-ransomware-1st-run,,,traffic-from-Ursnif-infection-with-Trickbot-gtag-lleo8,,Rig-EK-3rd-run,1st-run-Seamless-Rig-EK-sends-Ramnit,,,
,EITest-Rig-EK-sends-CryptoShield-ransomware,,,Emotet-epoch-1-infection-with-Trickbot-gtag-mor41,,1st-run-EITest-HoeflerText-popup-sends-Spora-ransomware,Rig-EK-sends-Bunitu,,,
,EITest-Rig-EK-sends-CryptoShield-ransomware,,,Emotet-epoch-1-infection-with-Trickbot-gtag-mor43,,2nd-run-EITest-HoeflerText-popup-sends-Spora-ransomware,Hancitor-malspam-traffic,,,
,Afraidgate-Rig-EK,,,IcedID-infection-with-Trickbot-in-AD-environment,,3rd-run-EITest-HoeflerText-popup-sends-Spora-ransomware,2nd-run-HookAds-Rig-EK-sends-Dreambot-with-post-infection-traffic,,,
,EITest-Rig-EK-sends-CryptoShield-ransomware,,,Emotet-epoch-2-with-Trickbot-gtag-mor50,,EITest-script-for-tech-scam-after-amormariano.com.br-UK-based-traffic,Hancitor-malspam-traffic,,,
,EITest-HoeflerText-Chrome-popup-traffic-2nd-run,,,post-infection-traffic-from-Spelevo-EK-payload-Qakbot,,EITest-script-for-tech-scam-after-amormariano.com.br-US-based-traffic-1st-run,EITest-tech-support-scam-traffic,,,
,EITest-HoeflerText-Chrome-popup-traffic-5th-run,,,Hancitor-infection-with-Ursnif-and-Cobalt-Strike,,Hancitor-malspam-traffic,GlobeImposter-malspam-traffic,,,
,EITest-Rig-EK-sends-CryptoShield-ransomware-2nd-run,,,Ursnif-infection-with-IcedID-and-Valak,,Hancitor-malspam-traffic,GlobeImposter-malspam-traffic,,,
,EITest-Rig-EK-sends-CryptoShield-ransomware-3rd-run,,,,,Portuguese-malspam-traffic,Trickbot-infection-from-carriereiter.com,,,
,EITest-HoeflerText-Chrome-popup-traffic-1-of-6,,,,,Hancitor-malspam-traffic,EITest-tech-support-scam-after-one-hour.fr,,,
,EITest-HoeflerText-Chrome-popup-traffic-2-of-6,,,,,4th-run-Hookads-Rig-EK-sends-Dreambot,fake-Microsoft-update-traffic,,,
,EITest-HoeflerText-Chrome-popup-traffic-6-of-6,,,,,5th-run-Hookads-Rig-EK-sends-Dreambot,Hancitor-malspam-traffic,,,
,malspam-traffic,,,,,6th-run-Seamless-Rig-EK-sends-Ramnit,Locky-from-easyuopled.info,,,
,ZeusPandaBanker-malspam-traffic,,,,,1st-run-HookAds-Rig-EK-sends-Dreambot,Locky-from-indiawolfk.info,,,
,EITest-HoeflerText-Chrome-popup-after-expervision.com,,,,,1st-run-HookAds-Rig-EK-sends-Dreambot-and-Chthonic,Locky-from-tolopkedoper.info,,,
,EITest-Rig-EK-sends-Dreambot,,,,,Hancitor-malspam-traffic,malspam-traffic,,,
,EITest-Rig-EK,,,,,Hancitor-malspam-traffic,Hancitor-malspam-traffic,,,
,Nebula-EK-4th-run,,,,,UPS-themed-Kovter-malspam-traffic,Hancitor-malspam-traffic,,,
,Nebula-EK-5th-run,,,,,1st-run-HookAds-Rig-EK-sends-Dreambot,fake-Netflix-login-page-traffic-1st-run,,,
,malspam-traffic,,,,,3rd-run-HookAds-Rig-EK-sends-Dreambot,fake-Netflix-login-page-traffic-2nd-run,,,
,KaiXin-EK-1st-run,,,,,6th-run-HookAds-Rig-EK-sends-Dreambot,payment-slip-malspam-traffic,,,
,EITest-HoeflerText-Chrome-popup-traffic-7th-run,,,,,1st-run-NemucodAES-malspam-traffic,Ngay-campaign-Rig-EK-2nd-run-with-post-infection-traffic,,,
,Hancitor-malspam-traffic,,,,,EITest-HoflerText-popup-sends-Mole-ransomware-1st-run,Necurs-Botnet-malspam-traffic,,,
,EITest-Rig-EK-sends-Dreambot,,,,,Hancitor-malspam-traffic,Necurs-Botnet-malspam-traffic-1st-run,,,
,EITest-HoeflerText-Chrome-popup-sends-Spora-ransomware-1st-run,,,,,Trickbot-malspam-traffic,Necurs-Botnet-malspam-traffic,,,
,EITest-HoeflerText-Chrome-popup-sends-Spora-ransomware-2nd-run,,,,,1st-run-HookAds-Rig-EK-sends-Dreambot,Emotet-malspam-traffic,,,
,EITest-HoeflerText-Chrome-popup-sends-Spora-ransomware-3rd-run,,,,,3rd-run-HookAds-Rig-EK-sends-Dreambot,traffic-from-malspam-pushing-Dreambot,,,
,Cerber-from-ponmaredimare.top,,,,,4th-run-HookAds-Rig-EK-sends-Dreambot,fake-Flash-player-installs-coinminer-malware,,,
,hancitor-malspam-traffic,,,,,5th-run-HookAds-Rig-EK-sends-Dreambot,fake-AV-page-after-viewing-mrs-inkjet.com,,,
,EITest-Rig-EK-sends-Revenge-ransomware,,,,,Gryphon-ransomware-from-scenetavern.win,Seamless-Rig-EK-sends-GandCrab-ransomware,,,
,unidentified-campaign-Rig-EK-sends-DELoader,,,,,Magnitude-EK-sends-Cerber-ransomware,Rig-EK-traffic,,,
,Cerber-from-chromefastl.top,,,,,Locky-malspam-traffic,malspam-infection-traffic,,,
,Cerber-from-fake-chrome-page,,,,,Boleto-malspam-traffic,Hancitor-infection-traffic-1st-run,,,
,EITest-Rig-EK,,,,,traffic-analysis-pop-quiz,Hancitor-malspam-infection-traffic,,,
,Cerber-from-fake-chrome-page,,,,,EITest-HoeflerText-popup-from-backupcare.org,Emotet-malspam-infection-traffic,,,
,2nd-run-EITest-campaign-HoeflerText-popup-sends-Spora-ransomware,,,,,EITest-HoeflerText-popup-from-canadoodles.com,Emotet-malspam-infection-traffic-from-link,,,
,EITest-Rig-EK-traffic,,,,,EITest-HoeflerText-popup-from-one-hour.fr,3rd-run-fake-update-page-sends-NetSupport-RAT,,,
,EITest-HoeflerText-popup-traffic,,,,,GlobeImposter-malspam-traffic-example,Trickbot-infection-in-AD-environment-no-lateral-movement,,,
,Dridex-malspam-traffic-example,,,,,Japanese-malspam-pushing-Ursnif-traffic,Trickbot-malspam-infection-traffic,,,
,Locky-malspam-traffic,,,,,EITest-fake-AV-page-for-tech-support-scam,Rig-EK-infection-traffic-1st-run,,,
,USPS-malspam-traffic-1st-run,,,,,Locky-malspam-traffic-1-of-2,Emotet-infection-traffic-with-Zeus-Panda-Banker,,,
,CVE-2017-0199-attempt-from-horsezangd.top,,,,,Hancitor-malspam-traffic,Emotet-infection-with-IcedID-and-AZORult,,,
,fake-Adobe-Flash-player-site,,,,,Necurs-Botnet-malspam-traffic-from-2nd-wave,infection-traffic-from-password-protected-Word-doc,,,
,Rig-EK-5th-run,,,,,Necurs-botnet-malspam-pushes-Locky,Emotet-infection-with-Trickbot,,,
,jaff-ransomware-traffic,,,,,Brazil-malspam-traffic,Ursnif-infection-with-Nymaim,,,
,Jaff-ransomware-malspam-traffic,,,,,EITest-HoeflerText-popup-sends-NetSupport-Manager-RAT,Ursnif-infection,,,
,EITest-Rig-EK-sends-Mole-ransomware-after-naturalhealthonline.com,,,,,Loki-bot-malspam-traffic,Trickbot-infection-traffic-ser1207,,,
,EITest-script-for-tech-scam-after-activaclinics.com-UK-based-traffic,,,,,WhatsApp-malspam-1st-run,shade-malspam-infection,,,
,EITest-script-for-tech-scam-after-activaclinics.com-US-based-traffic,,,,,Necurs-Botnet-malspam-pushing-Locky,HookAds-campaign-Rig-EK-sends-SmokeLoader,,,
,EITest-script-for-tech-scam-after-naturalhealthonline.com-US-based-traffic,,,,,Necurs-Botnet-malspam-pushing-Locky,cred-stealer-via-FTP-traffic,,,
,Jaff-ransomware-malspam-traffic,,,,,Brazil-malspam-pushes-Banload,Emotet-with-IcedID-and-Trickbot,,,
,EITest-script-for-tech-scam-after-intothebluefishing.com-UK-based-traffic,,,,,Loki-bot-malspam-traffic,Spelevo-EK-sends-malware,,,
,EITest-script-for-tech-scam-after-intothebluefishing.com-US-based-traffic,,,,,KaiXin-EK-traffic,Fake-Updates-Campaign-pushes-Chthonic,,,
,EITest-script-for-tech-scam-after-amormariano.com.br-US-based-traffic-2nd-run,,,,,Necurs-Botnet-malspam-pushes-Scarab-ransomware,Trickbot-infection-traffic,,,
,Hancitor-malspam-traffic,,,,,fake-font-update-for-chrome,traffic-caused-by-malspam-attachment-2nd-run-AD-environment,,,
,Jaff-ransomware-malspam-traffic,,,,,fake-font-update-for-firefox,infection-traffic-from-Hancitor-malspam,,,
,Seamless-Rig-EK-sends-Ramnit-2nd-run,,,,,fake-NF-e-malspam-traffic,Rig-EK-sends-AZORult,,,
,Hancitor-malspam-traffic,,,,,EITest-campaign-HoeflerText-popup-traffic,Emotet-infection-with-Trickbot,,,
,Jaff-ransomware-malspam-traffic,,,,,Ngay-campaign-Rig-EK-traffic,Ursnif-infection-with-Trickbot-gtag-leo20,,,
,RoughTed-Rig-EK-sends-Chthonic-2nd-run,,,,,EITest-campaign-fake-AV-page-for-tech-support-scam,Ursnif-infection-with-Dridex-and-proxy-activity,,,
,Hancitor-malspam-traffic,,,,,EITest-campaign-HoeflerText-popup-sends-NetSupport-Manager-RAT,Ursnif-infection-from-Italian-malspam,,,
,payment-malspam-traffic,,,,,fake-AV-page-after-viewing-metafor.fr,Emotet-epoch-3-with-Trickbot-gtag-mor49-and-spambot-traffic,,,
,2nd-run-Seamless-Rig-EK-sends-Ramnit,,,,,Rig-EK-sends-Monero-coinminer,Spelevo-EK,,,
,3rd-run-Hookads-Rig-EK-sends-Dreambot,,,,,Trickbot-infection-traffic,Emotet-epoch-3-infection-with-Trickbot-gtag-mor66,,,
,2nd-run-HookAds-Rig-EK-sends-Dreambot,,,,,Formbook-malspam-infection-traffic,,,,
,2nd-run-HookAds-Rig-EK-sends-Dreambot,,,,,GoDaddy-phish-traffic,,,,
,Hancitor-malspam-traffic,,,,,Netflix-phish-traffic,,,,
,Hancitor-malspam-traffic,,,,,Sigma-ransomware-malspam-infection-traffic,,,,
,Hancitor-malspam-traffic,,,,,Ursnif-malspam-infection-traffic,,,,
,UPS-themed-Kovter-malspam-traffic,,,,,Grandsoft-EK-sends-Zeus-Panda-Banker,,,,
,HookAds-Rig-EK-sends-Chthonic,,,,,Trickbot-goes-from-client-to-domain-controller,,,,
,Japanese-malspam-traffic,,,,,Emotet-malspam-infection-traffic,,,,
,1st-run-HookAds-Rig-EK,,,,,Sigma-ransomware-infection-traffic-from-malspam-attachment,,,,
,Brazil-boleto-malspam-traffic,,,,,Emotet-malspam-infection-traffic,,,,
,5th-run-Seamless-Rig-EK-sends-Ramnit-with-post-infection-traffic,,,,,Trickbot-infection-traffic-AD-environment,,,,
,2nd-run-NemucodAES-malspam-traffic,,,,,Emotet-infection-traffic-with-Zeus-Panda-Banker,,,,
,Boleto-malspam-infection-from-PDF-attachment,,,,,Hancitor-infection-with-Zeus-Panda-Banker,,,,
,GlobeImposter-malspam-traffic,,,,,fake-updater-infection-traffic,,,,
,Hancitor-malspam-traffic,,,,,Trickbot-spreads-from-client-to-DC,,,,
,Hancitor-malspam-traffic,,,,,Trickbot-ser1022-infection-traffic,,,,
,Trickbot-infection-from-carriereiserphotography.com,,,,,Trickbot-spreads-from-client-to-DC-ser1025us,,,,
,Trickbot-infection-from-carriereiter.com.exe,,,,,password-protected-Word-doc-pushes-Nymaim,,,,
,Blank-Slate-campaign-gets-Locky-from-playvilla.men,,,,,fake-AV-tech-support-scam-popup,,,,
,Hancitor-malspam-traffic,,,,,HookAds-Rig-EK-sends-Vidar,,,,
,Trickbot-malspam-traffic,,,,,Trickbot-infection-traffic,,,,
,Seamless-campaign-Rig-EK-sends-Ramnit,,,,,Gandcrab-infection-from-JS-from-malspam,,,,
,Hancitor-malspam-traffic-example,,,,,Fallout-EK-from-HookAds-campaign,,,,
,EITest-tech-support-scam-after-backupcare.org,,,,,Emotet-infection-with-Trickbot,,,,
,EITest-tech-support-scam-after-canadoodles.com,,,,,Emotet-infection-with-Qakbot,,,,
,EITest-HoeflerText-popup-pushes-NetSupport-Manager-RAT-traffic,,,,,Emotet-with-Trickbot-infection-traffic,,,,
,Locky-malspam-traffic-2-of-2,,,,,traffic-caused-by-malspam-attachment-1st-run-home-Windows-computer,,,,
,Emotet-malspam-traffic,,,,,Rig-EK-sends-Gandcrab-ransomware,,,,
,Loki-bot-malspam-traffic,,,,,Ursnif-infection-with-AZORult,,,,
,Hancitor-malspam-traffic-example,,,,,SocGholish-campaign-fake-Chrome-update-pushes-NetSupport-RAT,,,,
,Hancitor-malspam-traffic,,,,,Trickbot-gtag-ono19-infection-traffic,,,,
,Necurs-botnet-malspam-pushes-Locky,,,,,Emotet-infection-with-Trickbot,,,,
,Terror-EK-example,,,,,Emotet-epoch-3-infection-with-Trickbot-gtag-mor45,,,,
,malspam-pushes-Nymaim,,,,,Emotet-epoch-2-infection-with-Trickbot-gtag-mor61,,,,
,fake-HoeflerText-font-pushes-NetSupport-Manager-RAT,,,,,Spelevo-EK-sends-PsiXBot,,,,
,malspam-pushing-Nymain-1-of-2,,,,,Ursnif-example-1-infection-traffic,,,,
,malspam-pushing-Nymain-2-of-2,,,,,,,,,
,Necurs-Botnet-malspam-pushes-Trickbot,,,,,,,,,
,Fobos-campaign-Rig-EK-sends-Bunitu,,,,,,,,,
,Necurs-Botnet-malspam-pushes-Trickbot,,,,,,,,,
,EITest-campaign-Fake-AV-page-traffic,,,,,,,,,
,Ngay-campaign-Rig-EK-1st-run-Rig-EK-only,,,,,,,,,
,malspam-pushing-RemcosRAT,,,,,,,,,
,whatsapp-malspam-traffic,,,,,,,,,
,fake-AV-page-after-viewing-sunrisegolf.club,,,,,,,,,
,fake-AV-page-after-viewing-breathtest.com.au,,,,,,,,,
,Rig-EK-sends-Smoke-Loader-and-Monero-coin-miner,,,,,,,,,
,Rig-EK-sends-Smoke-Loader-sends-Monero-coinminer,,,,,,,,,
,malspam-pushing-Zeus-Panda-Banker-traffic,,,,,,,,,
,malspam-pushing-smoke-loader-and-other-malware,,,,,,,,,
,Seamless-Rig-EK-sends-GandCrab-ransomware,,,,,,,,,
,Seamless-Rig-EK-sends-GandCrab-ransomware,,,,,,,,,
,Hancitor-infection-traffic-2nd-run,,,,,,,,,
,CoinsLTD-campaign-Rig-EK-and-post-infection-traffic,,,,,,,,,
,Gandcrab-ransomware-infection-traffic,,,,,,,,,
,Emotet-malspam-infection-traffic,,,,,,,,,
,Hancitor-malspam-infection-traffic,,,,,,,,,
,2nd-run-Grandsoft-EK-and-post-infection-traffic,,,,,,,,,
,2nd-run-fake-update-page-sends-NetSupport-RAT,,,,,,,,,
,Hancitor-malspam-infection-traffic,,,,,,,,,
,Necurs-Botnet-pushing-Flawed-Ammyy-traffic,,,,,,,,,
,Trickbot-infection-traffic-in-AD-environment,,,,,,,,,
,Trickbot-infection-moves-from-client-to-DC,,,,,,,,,
,Trickbot-moves-from-client-to-DC,,,,,,,,,
,Emotet-infection-traffic-with-Zeus-Panda-Banker,,,,,,,,,
,Emotet-plus-Trickbot-infection-traffic,,,,,,,,,
,Emotet-infection-with-Zeus-Panda-Banker,,,,,,,,,
,Hancitor-malspam-infection-traffic,,,,,,,,,
,Emotet-infection-with-Trickbot-from-UK-location,,,,,,,,,
,Trickbot-infection-traffic,,,,,,,,,
,Trickbot-gtag-jim332-infection-traffic,,,,,,,,,
,Trickbot-malspam-infection-traffic,,,,,,,,,
,Emotet-with-IcedID-and-Trickbot,,,,,,,,,
,Emotet-with-Trickbot-sok2-traffic,,,,,,,,,
,Emotet-with-Trickbot-del165-traffic,,,,,,,,,
,Emotet-with-Trickbot-sok2-traffic,,,,,,,,,
,Lokibot-infection-all-traffic,,,,,,,,,
,Ursnif-with-Trickbot-and-IcedID,,,,,,,,,
,password-protected-Word-doc-pushes-Dridex,,,,,,,,,
,Rig-EK-sends-DarkRAT,,,,,,,,,
,IcedID-infection-with-Trickbot,,,,,,,,,
,Ursnif-doc-sends-Vidar,,,,,,,,,
,WSHRAT-infection-traffic,,,,,,,,,
,Ursnif-infection-with-IcedID-and-Trickbot,,,,,,,,,
,Emotet-infection-with-spambot-traffic-and-Trickbot,,,,,,,,,
,Ursnif-and-Preditor-Stealer-infection-with-Trickbot,,,,,,,,,
,2nd-run-Ursnif-with-Predator-The-Thief-and-Trickbot-infection-traffic,,,,,,,,,
,Shade-ransomware-infection-traffic,,,,,,,,,
,Emotet-infection-wth-Trickbot-gtag-mor28,,,,,,,,,
,Emotet-infection-with-Trickbot-gtag-mor30,,,,,,,,,
,IcedID-infection-with-Trickbot,,,,,,,,,
,Dridex-infection-traffic,,,,,,,,,
,Ursnif-infection-with-Dridex,,,,,,,,,
,Emotet-epoch-2-with-Trickbot-mor70,,,,,,,,,
,Rig-EK-sends-a-payload-I-cannot-identify,,,,,,,,,
,IcedID-infection-with-Trickbot-gtag-tin233,,,,,,,,,
