name,len,ttl(32),ttl(64),ttl(128),ttl(255),id(new),id(overlap),off(single),off(frag),sum(new),sum(overlap),ICMP,IGMP,TCP,UDP
1st-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,149.6198593,0,0,1,0,0.918019481,0.081980519,0.039231602,0.960768398,0.860660173,0.139339827,0,0,0.123106061,0.876893939
2nd-run-EITest-Rig-standard-sends-CryptFile2-ransomware,880.6363636,0,0,1,0,1,0,0.304195804,0.695804196,0.98951049,0.01048951,0,0,1,0
3rd-run-EITest-Rig-E-traffic,1015.72788,0,0,1,0,1,0,0.25375626,0.74624374,0.906510851,0.093489149,0,0,1,0
bonus-run-EITest-Rig-E-traffic,829.29047,0,0,1,0,1,0,0.304830287,0.695169713,0.868705707,0.131294293,0,0,0.99384558,0.00615442
1st-run-EITest-Rig-E-traffic,930.8968023,0,0,1,0,1,0,0.319767442,0.680232558,0.905523256,0.094476744,0,0,1,0
2nd-run-EITest-Rig-standard-sends-CryptFile2-ransomware,792.3364929,0,0,1,0,1,0,0.341232227,0.658767773,0.990521327,0.009478673,0,0,1,0
3rd-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,131.9820986,0,0,1,0,1,0,0.032497934,0.967502066,0.868080419,0.131919581,0,0,0.101900303,0.898099697
4th-run-Afraidgate-Rig-V-causes-Locky-infection,839.1723301,0,0,1,0,1,0,0.356796117,0.643203883,0.922330097,0.077669903,0,0,1,0
EITest-Rig-E-traffic,774.9461279,0,0,1,0,0.977272727,0.022727273,0.364057239,0.635942761,0.960858586,0.039141414,0,0,1,0
EITest-Rig-standard-sends-CryptFile2-ransomware,800.1398964,0,0,1,0,1,0,0.362694301,0.637305699,0.989637306,0.010362694,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,131.4699227,0,0,1,0,1,0,0.034492274,0.965507726,0.863410596,0.136589404,0,0,0.099337748,0.900662252
1st-run-EITest-Rig-V-sends-CryptoMix-ransomware,795.9631579,0,0,1,0,1,0,0.336842105,0.663157895,0.978947368,0.021052632,0,0,1,0
2nd-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,218.1120434,0,0,1,0,1,0,0.055774926,0.944225074,0.765547878,0.234452122,0,0,0.194471866,0.805528134
3rd-run-EITest-Rig-E-sends-Chthonic,972.6865079,0,0,1,0,1,0,0.273809524,0.726190476,0.81547619,0.18452381,0,0,1,0
Brazilian-malspam-traffic,701.0886203,0,0.000309861,0.999690139,0,0.928499496,0.071500504,0.999380277,0.000619723,0.759470137,0.240529863,0,0,0.999380277,0.000619723
1st-run-EITest-Rig-E-traffic,968.5960199,0,0,1,0,1,0,0.289552239,0.710447761,0.866666667,0.133333333,0,0,1,0
2nd-run-pseudoDarkleech-Rig-V-sends-Cerber,197.4536709,0,0,1,0,1,0,0.054177215,0.945822785,0.989367089,0.010632911,0,0,0.178734177,0.821265823
3rd-run-pseudoDarkleech-Rig-V-sends-Cerber,212.6177491,0,0,1,0,1,0,0.057511155,0.942488845,0.75805652,0.24194348,0,0,0.190877541,0.809122459
1st-run-pseudoDarkleech-Rig-V-sends-Cerber,207.3824579,0,0,1,0,0.988781234,0.011218766,0.0418154,0.9581846,0.776644569,0.223355431,0,0,0.169811321,0.830188679
2nd-run-pseudoDarkleech-Rig-V-sends-Cerber,165.6545741,0,0,1,0,1,0,0.0446898,0.9553102,0.868033649,0.131966351,0,0,0.142481598,0.857518402
3rd-run-EITest-Rig-E-traffic,978.3738839,0,0,1,0,1,0,0.28125,0.71875,0.901785714,0.098214286,0,0,1,0
malspam-traffic,636.2813707,0,0.489382239,0.510617761,0,0.991795367,0.008204633,0.996138996,0.003861004,0.978764479,0.021235521,0,0,0.996138996,0.003861004
DHL-Italy-malspam-traffic,854.1539792,0,0.647058824,0.352941176,0,0.993944637,0.006055363,0.993079585,0.006920415,0.994809689,0.005190311,0,0,0.98615917,0.01384083
EITest-Rig-E-sends-Geodo-Emotet,908.0549618,0,0,1,0,1,0,0.302290076,0.697709924,0.954198473,0.045801527,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,214.5210203,0,0,1,0,0.865375531,0.134624469,0.051487955,0.948512045,0.990080302,0.009919698,0,0,0.186112423,0.813887577
1st-run-EITest-Rig-E-sends-Gootkit,969.3415493,0,0,1,0,1,0,0.281690141,0.718309859,0.985915493,0.014084507,0,0,1,0
1st-run-Gootkit-post-infection-traffic,849.7198873,0,0.631932409,0.368067591,0,0.997616984,0.002383016,0.998916811,0.001083189,0.956239168,0.043760832,0,0,0.997833622,0.002166378
2nd-run-EITest-Rig-E-sends-Chthonic-banking-trojan,815.4841516,0,0,1,0,0.987569919,0.012430081,0.325046613,0.674953387,0.881914232,0.118085768,0,0,1,0
3rd-run-EITest-Rig-EK-sends-Quant-Loader,624.8565022,0,0,1,0,1,0,0.390134529,0.609865471,0.968609865,0.031390135,0,0,1,0
4th-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,202.9752667,0,0,1,0,1,0,0.045101843,0.954898157,0.864694471,0.135305529,0,0,0.162463628,0.837536372
1st-run-EITest-Rig-E-sends-Gootkit,947.3524904,0,0,1,0,1,0,0.298850575,0.701149425,0.9348659,0.0651341,0,0,1,0
2nd-run-EITest-Rig-E-sends-Smoke-Loader,923.2114286,0,0,1,0,0.988571429,0.011428571,0.285714286,0.714285714,0.988571429,0.011428571,0,0,1,0
3rd-run-pseudoDarkleech-Rig-V-sends-Cerber,253.9242219,0,0,1,0,1,0,0.062697339,0.937302661,0.787550744,0.212449256,0,0,0.225078935,0.774921065
4th-run-pseudoDarkleech-Rig-V-sends-Cerber,254.0631347,0,0,1,0,1,0,0.069315673,0.930684327,0.882560706,0.117439294,0,0,0.237086093,0.762913907
5th-run-EITest-Rig-E-sends-Smoke-Loader,823.2383721,0,0,1,0,1,0,0.348837209,0.651162791,1,0,0,0,1,0
KaiXin-EK-traffic,988.3945836,0,0,1,0,1,0,0.278410529,0.721589471,0.855479625,0.144520375,0,0,0.993799038,0.006200962
Sundown-EK-first-run,928.6877888,0,0,1,0,1,0,0.288448845,0.711551155,0.856105611,0.143894389,0,0,1,0
Sundown-EK-second-run,997.7113402,0,0,1,0,0.714595768,0.285404232,0.297883885,0.702116115,0.809549647,0.190450353,0,0,1,0
Afraidgate-Rig-V-sends-Locky-ransomware,903.3044619,0,0,1,0,1,0,0.291338583,0.708661417,0.984251969,0.015748031,0,0,1,0
Locky-malspam-traffic-example,886.8,0,0,1,0,1,0,0.293617021,0.706382979,0.953191489,0.046808511,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,305.4564938,0,0,1,0,0.797685384,0.202314616,0.096870982,0.903129018,0.872267467,0.127732533,0,0,0.300471496,0.699528504
EITest-Rig-V-sends-CryptoMix-ransomware,843.0594059,0,0,1,0,0.98019802,0.01980198,0.310231023,0.689768977,0.97359736,0.02640264,0,0,1,0
Locky-malspam-traffic-example,918.8816425,0,0,1,0,1,0,0.297101449,0.702898551,0.90821256,0.09178744,0,0,1,0
EITest-Rig-E-sends-Gootkit,1016.068386,0,0,1,0,1,0,0.238789238,0.761210762,0.924887892,0.075112108,0,0,1,0
example-of-Gootkit-post-infection-traffic,405.3636364,0,0.540495868,0.459504132,0,0.963636364,0.036363636,0.99338843,0.00661157,0.957024793,0.042975207,0,0,0.98677686,0.01322314
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,481.5394467,0,0,1,0,1,0,0.099385246,0.900614754,0.825307377,0.174692623,0,0,0.413934426,0.586065574
Locky-malspam-traffic-example,729.2181303,0,0,1,0,1,0,0.402266289,0.597733711,0.960339943,0.039660057,0,0,1,0
EITest-Rig-E-sends-Zeprox.B,870.8095238,0,0,1,0,1,0,0.310559006,0.689440994,0.917184265,0.082815735,0,0,1,0
traffic-from-Portuguese-malspam,956.8100529,0,0,1,0,1,0,0.30952381,0.69047619,0.874603175,0.125396825,0,0,1,0
Locky-malspam-traffic-example,862.963964,0,0,1,0,1,0,0.348348348,0.651651652,0.930930931,0.069069069,0,0,1,0
TDS-based-Rig-V-sends-Terdot.A-or-Zloader,1067.89718,0,0,1,0,0.993578388,0.006421612,0.227782699,0.772217301,0.687998229,0.312001771,0,0,0.997342781,0.002657219
Afraidgate-Rig-V-sends-Locky-ransomware,834.4519481,0,0,1,0,1,0,0.355844156,0.644155844,0.966233766,0.033766234,0,0,1,0
EITest-Rig-E-traffic,983.7446809,0,0,1,0,1,0,0.279635258,0.720364742,0.887537994,0.112462006,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,416.8514457,0,0,1,0,1,0,0.130608175,0.869391825,0.964107677,0.035892323,0,0,0.425722832,0.574277168
Cerber-from-malspam-traffic,289.0450721,0,0,1,0,1,0,0.118990385,0.881009615,0.965144231,0.034855769,0,0,0.314903846,0.685096154
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,370.8827508,0,0,1,0,0.749718151,0.250281849,0.099774521,0.900225479,0.824689966,0.175310034,0,0,0.350620068,0.649379932
Afraidgate-Rig-V-sends-Locky-ransomware,880.8081991,0,0,1,0,1,0,0.327964861,0.672035139,0.939970717,0.060029283,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,505.8626807,0,0.359395532,0.640604468,0,0.997371879,0.002628121,0.621550591,0.378449409,0.972404731,0.027595269,0,0,0.621550591,0.378449409
EITest-Rig-E-sends-Chthonic-banking-Trojan,877.1417411,0,0,1,0,1,0,0.297991071,0.702008929,0.900669643,0.099330357,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,292.1468668,0,0,1,0,1,0,0.069190601,0.930809399,0.947780679,0.052219321,0,0,0.248041775,0.751958225
1st-run-Sundown-EK-sends-Chthonic,950.7463054,0,0,1,0,0.765394089,0.234605911,0.280788177,0.719211823,0.950123153,0.049876847,0,0,1,0
2nd-run-Sundown-EK-sends-Terdot.A-Zloader,686.7006579,0,0,1,0,1,0,0.371710526,0.628289474,0.957236842,0.042763158,0,0,1,0
3rd-run-Sundown-EK-sends-Terdot.A-Zloader,990.7704545,0,0,1,0,1,0,0.313636364,0.686363636,0.9,0.1,0,0,1,0
4th-run-Sundown-EK-sends-Terdot.A-Zloader,1133.71976,0,0,1,0,1,0,0.223952096,0.776047904,0.886227545,0.113772455,0,0,1,0
EITest-Rig-E-sends-Chthonic-banking-Trojan-1st-run,825.0639772,0,0,1,0,0.981255094,0.018744906,0.340668297,0.659331703,0.924612877,0.075387123,0,0,1,0
EITest-Rig-E-sends-Chthonic-banking-Trojan-2nd-run,928.1577869,0,0,1,0,1,0,0.31557377,0.68442623,0.969262295,0.030737705,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,531.6680942,0,0,1,0,0.730620985,0.269379015,0.132762313,0.867237687,0.827408994,0.172591006,0,0,0.506638116,0.493361884
EITest-Rig-E-sends-Chthonicp-banking-Trojan,902.1561644,0,0,1,0,1,0,0.283105023,0.716894977,0.896803653,0.103196347,0,0,1,0
psuedoDarkleech-Rig-V-sends-Cerber-ransomware,558.9180405,0,0,1,0,1,0,0.123410268,0.876589732,0.933113519,0.066886481,0,0,0.515308526,0.484691474
Sundown-EK-1st-run-sends-Terdot.A-Zloader,1032.869281,0,0,1,0,1,0,0.22875817,0.77124183,0.934640523,0.065359477,0,0,1,0
Sundown-EK-2nd-run-failed-payload,883.0153846,0,0,1,0,1,0,0.333333333,0.666666667,0.876923077,0.123076923,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,976.9583333,0,0,1,0,0.975320513,0.024679487,0.288782051,0.711217949,0.869871795,0.130128205,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,913.1805252,0,0,1,0,1,0,0.314004376,0.685995624,0.984682713,0.015317287,0,0,1,0
malspam-traffic,1078.94343,0,0,1,0,0.743245318,0.256754682,0.27732576,0.72267424,0.811636475,0.188363525,0,0,0.999002149,0.000997851
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,445.4951947,0,0,1,0,1,0,0.1107739,0.8892261,0.935761254,0.064238746,0,0,0.417804755,0.582195245
Cerber-from-malspam-traffic,191.9566176,0,0,1,0,1,0,0.0375,0.9625,0.991176471,0.008823529,0,0,0.15,0.85
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,516.6632801,0,0,1,0,0.720367683,0.279632317,0.103047896,0.896952104,0.827769715,0.172230285,0,0,0.442670537,0.557329463
1st-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,329.9509503,0,0,1,0,0.778663397,0.221336603,0.080318823,0.919681177,0.965665236,0.034334764,0,0,0.302268547,0.697731453
2nd-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,375.2377545,0,0,1,0,0.957622455,0.042377545,0.129334067,0.870665933,0.846450193,0.153549807,0,0,0.368739681,0.631260319
3rd-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,273.89279,0,0,1,0,1,0,0.095924765,0.904075235,0.9830721,0.0169279,0,0,0.278369906,0.721630094
Cerber-malspam-traffic,211.3062865,0,0,1,0,1,0,0.038011696,0.961988304,0.975146199,0.024853801,0,0,0.156432749,0.843567251
1st-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,443.4329424,0,0,1,0,1,0,0.10708822,0.89291178,0.945436002,0.054563998,0,0,0.415604284,0.584395716
2nd-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,263.4990304,0,0,1,0,1,0,0.076923077,0.923076923,0.978021978,0.021978022,0,0,0.255332902,0.744667098
3rd-run-pseudoDarkleech-Rig-V-sends-Cerber-ransomware,387.6731953,0,0,1,0,1,0,0.088975937,0.911024063,0.829322888,0.170677112,0,0,0.355344152,0.644655848
Sundown-EK-sends-Terdot.A-Zloader,1072.858916,0,0,1,0,0.981941309,0.018058691,0.255079007,0.744920993,0.837471783,0.162528217,0,0,1,0
Cerber-malspam-traffic-example,192.0642066,0,0,1,0,0.887822878,0.112177122,0.038376384,0.961623616,0.972693727,0.027306273,0,0,0.150553506,0.849446494
DHL-malspam-traffic,460.2282282,0,0.567567568,0.432432432,0,0.981981982,0.018018018,0.666666667,0.333333333,0.954954955,0.045045045,0,0,0.975975976,0.024024024
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,378.7174272,0,0,1,0,1,0,0.106652007,0.893347993,0.935678944,0.064321056,0,0,0.367234744,0.632765256
1st-run-EITest-Rig-V-sends-CryptoMix,862.3307692,0,0,1,0,1,0,0.315384615,0.684615385,0.969230769,0.030769231,0,0,1,0
2nd-run-EITest-Rig-V-sends-CryptoMix,864.0787172,0,0,1,0,1,0,0.306122449,0.693877551,0.932944606,0.067055394,0,0,1,0
3rd-run-EITest-Rig-V-sends-CryptoMix,883.9940653,0,0,1,0,1,0,0.302670623,0.697329377,0.982195846,0.017804154,0,0,1,0
EITest-Rig-V-sends-CryptoMix-ransomware-1st-run,783.1503067,0,0,1,0,1,0,0.36196319,0.63803681,0.981595092,0.018404908,0,0,1,0
EITest-Rig-V-sends-CryptoMix-ransomware-2nd-run,912.7388724,0,0,1,0,1,0,0.314540059,0.685459941,0.913946588,0.086053412,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware-1st-run,292.2380051,0,0,1,0,1,0,0.078282828,0.921717172,0.978535354,0.021464646,0,0,0.272727273,0.727272727
pseudoDarkleech-Rig-V-sends-Cerber-ransomware-2nd-run,293.3636364,0,0,1,0,0.992946708,0.007053292,0.073667712,0.926332288,0.971786834,0.028213166,0,0,0.25862069,0.74137931
pseudoDarkleech-Rig-V-sends-Cerber-ransomware-3rd-run,412.7163121,0,0,1,0,0.774983881,0.225016119,0.116054159,0.883945841,0.963249516,0.036750484,0,0,0.402965828,0.597034172
EITest-Rig-V-sends-CryptoMix-ransomware,835.4898649,0,0,1,0,1,0,0.375,0.625,0.885135135,0.114864865,0,0,1,0
Hancitor-Pony-Vawtrak-malspam-traffic,876.9655621,0,0,1,0,0.818063678,0.181936322,0.291747888,0.708252112,0.956465237,0.043534763,0,0,0.985705003,0.014294997
Afraidgate-Rig-V-sends-Locky-ransomware,809.2232143,0,0,1,0,1,0,0.357142857,0.642857143,0.991071429,0.008928571,0,0,1,0
Android-malware-traffic,1073.49763,0,0.986966825,0.013033175,0,0.989336493,0.010663507,0.992890995,0.007109005,0.989336493,0.010663507,0,0,0.992890995,0.007109005
Cerber-malspam-traffic-examples,456.4014085,0,0,1,0,0.9,0.1,0.13943662,0.86056338,0.968075117,0.031924883,0,0,0.45915493,0.54084507
EITest-Rig-V-sends-CryptoMix-ransomware,900.4863813,0,0,1,0,1,0,0.280155642,0.719844358,0.957198444,0.042801556,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,283.1489362,0,0,1,0,1,0,0.08135169,0.91864831,0.983729662,0.016270338,0,0,0.279098874,0.720901126
Cerber-malspam-traffic-example,234.4816384,0,0,1,0,1,0,0.058615819,0.941384181,0.987288136,0.012711864,0,0,0.20480226,0.79519774
EITest-Rig-V-sends-Spora-ransomware,888.8221024,0,0,1,0,1,0,0.301886792,0.698113208,0.948787062,0.051212938,0,0,1,0
Ursnif-traffic-from-Japanese-malspam,1017.964486,0,0.682242991,0.317757009,0,1,0,0.973831776,0.026168224,0.998130841,0.001869159,0,0,0.973831776,0.026168224
EITest-Rig-V-sends-Cerber-ransomware,696.5791935,0,0,1,0,1,0,0.16364699,0.83635301,0.891876096,0.108123904,0,0,0.663354763,0.336645237
EITest-Sundown-EK-1st-run-sends-Cerber-ransomware,489.1006289,0,0,1,0,1,0,0.205188679,0.794811321,0.978773585,0.021226415,0,0,0.547169811,0.452830189
EITest-Sundown-EK-2nd-run-sends-Cerber-ransomware,556.0931677,0,0,1,0,1,0,0.204278813,0.795721187,0.982056591,0.017943409,0,0,0.602484472,0.397515528
pseudoDarkleech-Rig-V-1st-run-sends-Cerber-ransomware,773.1154446,0,0,1,0,1,0,0.189547582,0.810452418,0.886895476,0.113104524,0,0,0.750390016,0.249609984
pseudoDarkleech-Rig-V-2nd-run-sends-Cerber-ransomware,622.769378,0,0,1,0,0.711004785,0.288995215,0.242105263,0.757894737,0.931100478,0.068899522,0,0,0.693779904,0.306220096
EITest-Rig-V-sends-Cerber-ransomware,551.11563,0,0,1,0,1,0,0.150717703,0.849282297,0.932216906,0.067783094,0,0,0.540669856,0.459330144
EITest-Rig-V-sends-CryptoMix-ransomware,864.2996845,0,0,1,0,1,0,0.318611987,0.681388013,0.952681388,0.047318612,0,0,1,0
EITest-Rig-V-sends-CryptoMix-ransomware,901.7590028,0,0,1,0,1,0,0.304709141,0.695290859,0.952908587,0.047091413,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,568.3674456,0,0,1,0,0.794520548,0.205479452,0.132957293,0.867042707,0.837630943,0.162369057,0,0,0.539081386,0.460918614
Ursnif-traffic-from-Japanese-malspam,761.0650118,0,0.542553191,0.457446809,0,1,0,0.996453901,0.003546099,0.959810875,0.040189125,0,0,0.992907801,0.007092199
eFax-malspam-traffic,460.6333948,0,0.355576535,0.644423465,0,0.939878986,0.060121014,0.92807793,0.07192207,0.864910097,0.135089903,0,0,0.840449728,0.159550272
Japanese-Ursnif-malspam-traffic-part-1,129.2222222,0,0,1,0,1,0,0.555555556,0.444444444,0.888888889,0.111111111,0,0,1,0
Japanese-Ursnif-malspam-traffic-part-2,99.49710983,0,0.011560694,0.988439306,0,1,0,0.988439306,0.011560694,0.924855491,0.075144509,0,0,0.976878613,0.023121387
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,352.9341176,0,0,1,0,0.768823529,0.231176471,0.08,0.92,0.952352941,0.047647059,0,0,0.322352941,0.677647059
Afraidgate-Rig-V-1st-run-sends-Godzilla-Loader,797.7647059,0,0,1,0,1,0,0.361344538,0.638655462,0.966386555,0.033613445,0,0,1,0
Afraidgate-Rig-V-2nd-run-sends-DDoS-botnet-malware,512.6936995,0,0,1,0,1,0,0.424878837,0.575121163,0.873990307,0.126009693,0,0,1,0
Afraidgate-Rig-V-sends-Locky-ransomware,902.3840304,0,0,1,0,1,0,0.309252218,0.690747782,0.975918885,0.024081115,0,0,1,0
pseudoDarkleech-Rig-V-sends-Cerber-ransomware,355.4285714,0,0,1,0,1,0,0.112723214,0.887276786,0.957589286,0.042410714,0,0,0.357142857,0.642857143
Afraidgate-Rig-V-sends-Godzillar-Loader-Locky-and-something-else,824.5546012,0,0.63803681,0.36196319,0,0.991411043,0.008588957,1,0,0.991411043,0.008588957,0,0,1,0
Afraidgate-Rig-V-sends-Locky-ransomware,874.4784547,0,0,1,0,1,0,0.32986627,0.67013373,0.906389302,0.093610698,0,0,1,0
EITest-fake-Chrome-popup-sends-Spora-ransomware-1st-run,862.4029851,0,0,1,0,1,0,0.298507463,0.701492537,0.997512438,0.002487562,0,0,0.990049751,0.009950249
EITest-fake-Chrome-popup-sends-Spora-ransomware-2nd-run,951.1582492,0,0,1,0,1,0,0.272727273,0.727272727,0.98989899,0.01010101,0,0,0.993265993,0.006734007
UPS-malspam-traffic-part-1-retreiving-Word-doc,887.8303571,0,0,1,0,1,0,0.357142857,0.642857143,0.964285714,0.035714286,0,0,1,0
UPS-malspam-traffic-part-2-post-infection-activity,650.6908189,0,0.495486704,0.504513296,0,0.973082866,0.026917134,0.998942832,0.001057168,0.967471741,0.032528259,0,0,0.998048304,0.001951696
EITest-Rig-EK-sends-CryptoShield,778.9735099,0,0,1,0,1,0,0.377483444,0.622516556,0.973509934,0.026490066,0,0,1,0
hancitor-pony-malspam-traffic,563.6843474,0,0.593183218,0.406816782,0,0.549996578,0.450003422,0.999178701,0.000821299,0.848059681,0.151940319,0,0,0.998357402,0.001642598
EITest-Rig-EK-sends-CryptoShield-ransomware,874.884507,0,0,1,0,1,0,0.329577465,0.670422535,0.949295775,0.050704225,0,0,1,0
Hancitor-Pony-malspam-traffic,421.6822005,0,0.326282258,0.67335982,0.000357923,0.623465407,0.376534593,0.94255342,0.05744658,0.827373922,0.172626078,0.001073768,0,0.872114249,0.126811983
EITest-Rig-EK-sends-CryptoShield-ransomware,823.6068966,0,0,1,0,0.75862069,0.24137931,0.35862069,0.64137931,0.975862069,0.024137931,0,0,1,0
EITest-fake-Chrome-popup-leads-to-Spora-ransomware,882.3380282,0,0,1,0,1,0,0.321596244,0.678403756,0.985915493,0.014084507,0,0,0.995305164,0.004694836
EITest-fake-Chrome-popup-leads-to-Spora-ransomware,880.5124654,0,0,1,0,1,0,0.296398892,0.703601108,0.991689751,0.008310249,0,0,0.994459834,0.005540166
Afraidgate-Rig-EK,813.2754159,0,0,1,0,1,0,0.373382625,0.626617375,0.961182994,0.038817006,0,0,1,0
EITest-Rig-EK-sends-CryptoShield-ransomware,858.3695652,0,0,1,0,1,0,0.326086957,0.673913043,0.974637681,0.025362319,0,0,1,0
Hancitor-Pony-malspam-traffic,675.0341049,0,0.496373457,0.503472222,0.000154321,0.965740741,0.034259259,0.998225309,0.001774691,0.962808642,0.037191358,0,0,0.997067901,0.002932099
pseudoDarkleech-Rig-EK-sends-Cerber-ransomware,427.8130252,0,0,1,0,0.745798319,0.254201681,0.132878151,0.867121849,0.956932773,0.043067227,0,0,0.428571429,0.571428571
Hancitor-Pony-malspam-traffic,691.2654989,0,0.49893374,0.50106626,0,0.580959634,0.419040366,0.998781417,0.001218583,0.968012186,0.031987814,0,0,0.997638995,0.002361005
Hancitor-malspam-traffic,678.2032404,0,0.518531794,0.481468206,0,0.966090759,0.033909241,0.994336512,0.005663488,0.883289125,0.116710875,0.000143379,0,0.990895405,0.008961216
EITest-HoeflerText-Chrome-popup-traffic-1st-run,882.5977011,0,0,1,0,1,0,0.310344828,0.689655172,0.988505747,0.011494253,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-2nd-run,816.2915254,0,0,1,0,1,0,0.318644068,0.681355932,0.993220339,0.006779661,0,0,0.979661017,0.020338983
EITest-HoeflerText-Chrome-popup-traffic-3rd-run,908.81,0,0,1,0,1,0,0.32,0.68,0.99,0.01,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-4th-run,946.4736842,0,0,1,0,1,0,0.280701754,0.719298246,1,0,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-5th-run,843.6444444,0,0,1,0,1,0,0.311111111,0.688888889,1,0,0,0,1,0
EITest-Rig-EK-sends-CryptoShield-ransomware-1st-run,737.8466387,0,0,1,0,1,0,0.43697479,0.56302521,0.995798319,0.004201681,0,0,1,0
EITest-Rig-EK-sends-CryptoShield-ransomware-2nd-run,838.1561462,0,0,1,0,0.950166113,0.049833887,0.342192691,0.657807309,0.970099668,0.029900332,0,0,1,0
EITest-Rig-EK-sends-CryptoShield-ransomware-3rd-run,862.7008798,0,0,1,0,1,0,0.337243402,0.662756598,0.970674487,0.029325513,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-1-of-6,829.0925926,0,0,1,0,1,0,0.317901235,0.682098765,0.99691358,0.00308642,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-2-of-6,843.6636364,0,0,1,0,1,0,0.327272727,0.672727273,0.936363636,0.063636364,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-3-of-6,876.2446043,0,0,1,0,1,0,0.330935252,0.669064748,0.960431655,0.039568345,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-4-of-6,749.4863014,0,0,1,0,1,0,0.342465753,0.657534247,0.982876712,0.017123288,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-5-of-6,795.1191489,0,0,1,0,1,0,0.323404255,0.676595745,0.995744681,0.004255319,0,0,1,0
EITest-HoeflerText-Chrome-popup-traffic-6-of-6,824.9721254,0,0,1,0,1,0,0.341463415,0.658536585,0.993031359,0.006968641,0,0,1,0
Hancitor-malspam-traffic,889.1030016,0,0.65223802,0.34776198,0,0.996735124,0.003264876,0.998104265,0.001895735,0.988730911,0.011269089,0,0,0.998104265,0.001895735
malspam-traffic,856.0953164,0,0.603944125,0.396055875,0,0.921117502,0.078882498,0.997534922,0.002465078,0.916187346,0.083812654,0,0,0.995069844,0.004930156
Hancitor-malspam-traffic,909.3539615,0,0.649036403,0.350963597,0,0.968415418,0.031584582,0.9875803,0.0124197,0.962205567,0.037794433,0,0,0.982119914,0.017880086
ZeusPandaBanker-malspam-traffic,845.7835249,0,0.69348659,0.30651341,0,0.996168582,0.003831418,0.998084291,0.001915709,0.977969349,0.022030651,0,0,0.996168582,0.003831418
EITest-HoeflerText-Chrome-popup-after-expervision.com,827.4564315,0,0,1,0,1,0,0.31120332,0.68879668,0.987551867,0.012448133,0,0,0.98340249,0.01659751
EITest-HoeflerText-Chrome-popup-after-techydiary.com,774.4583333,0,0,1,0,1,0,0.325,0.675,0.983333333,0.016666667,0,0,0.983333333,0.016666667
pseudoDarkleech-Rig-EK-sends-Cerber-ransomware,300.4096229,0,0,1,0,0.996749025,0.003250975,0.092327698,0.907672302,0.977243173,0.022756827,0,0,0.292587776,0.707412224
EITest-Rig-EK-sends-Dreambot,867.3490202,0,0,1,0,1,0,0.328807283,0.671192717,0.840302422,0.159697578,0,0,0.997531245,0.002468755
Hancitor-malspam-traffic,889.022495,0,0.652355434,0.347644566,0,0.98554337,0.01445663,0.999127617,0.000872383,0.975947159,0.024052841,0,0,0.999127617,0.000872383
pseudoDarkleech-Rig-EK-sends-Cerber-ransomware,230.700517,0,0,1,0,1,0,0.055760709,0.944239291,0.964549483,0.035450517,0,0,0.201994092,0.798005908
EITest-Rig-EK,805.2731214,0,0,1,0,1,0,0.36849711,0.63150289,0.884393064,0.115606936,0,0,1,0
